name,latitude,longitude
Hawaiian Poké Bowl,51.2222768,4.5018069
Diamond Pizza Merksem,51.2431737,4.4420363
Eethuis Istanbul,51.2265778,4.4661429
YouWok,51.2222768,4.5018069
Pizza Phone,51.2424902,4.4406067
Let'Sushi,51.2222768,4.5018069
Sushi Huis Merksem,51.2441634,4.4444846
Swatow,51.2356212,4.4702987
Pizza Talia's Concept,51.2176988,4.427043
Dunkin' Donuts,51.2222768,4.5018069
Snack Ayouni,51.2273916,4.4547647
The Pizza Corner,51.2122211,4.4209375
McDonald's,51.2222768,4.5018069
Maki Maki,51.2141597,4.3984429
Frituur 't Kroontje,51.2329817,4.4531407
Dunya Döner,51.2220515,4.463011
Pizzalijn Merksem,51.2387006,4.441577
Pizza Pasta Express,51.219975,4.454828
Kiyoshi Sushi,51.2296235,4.4454111
Domino's Pizza,51.2517664,4.4994408
Pand22,51.2190948,4.4416354
Dam Dam Pizza,51.225075,4.4304223
Pizza Giorno,51.2526622,4.5033576
Donerix,51.2489808,4.4543133
Wok Paleis,51.2359978,4.48551
Napoli Schoten,51.2548016,4.5036859
Cyprus Grieks,51.2487399,4.4625373
Oishī Sushi,51.2521574,4.5001764
KingRibs,51.2536675,4.5022298
Minami sushi schoten,51.2527792,4.5010811
Bodega Gilles,51.2468546,4.5864545
Sushi Centrum,51.2529468,4.5018449
Tasty Thai,51.2518227,4.4971055
Njam Njam Pizza,51.0867384,3.4484218
Pita Pizza Pyramide,51.0847842,3.4483041
Pizza Valo,51.091816,3.4468763
Frituur Yvonne,51.092224,3.4472532
Pizza Hut Delivery,50.9094409,3.2075394
Resto Snack Istanbul,50.920698,3.2155599
Domino's Pizza,50.920051,3.2146474
Izegem sushi,50.9182894,3.2120505
Sushi Planet,50.9195583,3.2149704
Pizzeria Valsugana,50.921892,3.4445659
Sushi Deinze,50.983821,3.5273609
La Bicyclette,50.9816435,3.5291237
HB Resto,51.0514672,3.662672
Pyramida - Grill,50.98005,3.5329998
Foodbart,50.9791347,3.5309194
Gök Garden Deinze,50.9996537,3.5490657
Pizza Di Trevi,50.9768255,3.5271622
Een Kleintje Met...,50.9869624,3.5246174
Domino's Pizza,50.978947,3.531038
Bruschetta Mia,50.98342,3.526945
Pizza Zandhoven,51.2143253,4.65802
Efes,51.3109921,4.8870504
Pizza Forty-Five,51.3132583,4.8885123
Lilse Kebap,51.2371943,4.8258901
Kebab Oelegem,51.2132023,4.5908882
Thai Take Away Saengrawee,50.9782718,4.9511158
Midyat,51.0006958,4.8298804
Domino's Pizza,50.983494,4.831563
Frituur De Puntzak,51.1758866,4.8336779
Antalya Kebab,51.1948087,4.7340181
Pizza Hut Delivery,51.242622,4.587333
Rosario,51.1763033,4.8360011
Dubrovnik Grill,51.1745643,4.8381341
Eethuis Troja,51.1788669,4.831852
Pizza Pita House,51.175496,4.8243417
Dennis Kebap,51.0698019,5.0882976
Snack Unal,51.1866205,5.1177366
Milo Kebap Pizza Pasta,51.1895375,5.0757013
Frietboetiek by Hilde,51.158066,4.9877101
Sushi King Mol,51.190006,5.1179138
Bro's Burgers Mol,51.181331,5.1067006
Frituur One 15,51.1663225,4.9891533
Kokoro Sushi,51.1866361,5.1174517
Ela Kebap,51.1318678,5.0810792
Eethuis Nazar,51.093322,5.0611908
't Oud Lier,51.1388583,4.5850684
Frituur 't Bruggeske,51.1305039,4.5712358
Call Pizza,51.0416276,4.5157261
Au Fond Du,51.1294752,4.569913
Pizza Bodrum,51.069962,4.5316614
Domino's Pizza,51.1304183,4.5703205
Pizza Zaga,51.0702424,4.531321
Snack 2500,51.1313923,4.5674943
Kikai Sushi,51.070362,4.5304832
Loons Qebap,50.8026021,5.3490397
Pizzeria Pompei,50.8024924,5.3433947
Boona Bar,50.840724,5.336413
Pitta Melita,50.9226945,3.4458184
Pizza Talia Original,50.8887621,3.4305017
Pizza Husrev,50.9198586,3.3344054
Domino's Pizza,50.8910075,3.4239988
Sushi City,50.8864789,3.4336129
Pizzeria Da Romy,50.9047088,3.4063628
Pizza Hut Delivery,50.9005611,3.4041924
Street'Tacos,50.881374,3.4107876
Rike's Foodbar,50.89135,3.4247663
Frituur De Nieuwe Passage,50.91867,3.3139338
Pizza Heat,51.03432,3.9137146
Hinode Sushi,51.1844536,3.5652096
Pitta & Pizza Izmir Eeklo,51.181997,3.5726984
MARHABA,51.0435964,3.9117998
De Waaiberg,50.9995328,3.4188398
Pitta Kervan,51.0410855,3.3964371
Pizza Hut Delivery,50.9968426,3.3088233
Snack Tielt,50.9984585,3.3270373
Pizza Aversa,50.9998403,3.3254558
Everest Sushi,50.9997079,3.3275597
Pita Antalya,50.994568,3.3257418
Domino's Pizza,50.998882,3.3267493
Pizzeria Lyaz,51.0369563,2.8714629
Shaan pizza,51.0931298,3.0137977
Bella's,51.0334314,2.8633824
't Dorp Broodjes & Frituur,50.9552438,4.1422303
Papi's pizza,50.9712916,4.1865574
Frituur Sporthal by Milo,50.9591145,3.9780411
Pizza Heat,51.0041876,3.8887268
Domino's Pizza,51.0019634,3.882566
Exprezz Pizza,51.0248848,3.7726946
Pizza Talia Original Wetteren,51.001318,3.8905978
Pizza Hanoo,51.0021956,3.8813768
Pizza Sara,51.0912225,4.1360277
Squadra Opdorp,51.0261083,4.2168854
Pizza Delicia 3,51.0156658,4.201945
Magic Food,51.0950361,4.1359653
Pizzalicious,51.017464,3.9579873
Pizza Hut Delivery,51.0335673,4.1112731
Tati's,0.0,0.0
Pizza Heat Dendermonde,51.0169831,4.1131033
Pitta Bodrum,51.0426523,4.104073
't Frietgenot,50.9846626,4.0511373
KingRibs,51.0289958,4.101638
Domino's Pizza,51.0285175,4.1008398
Sushi Marina,51.0136202,4.2019764
Pitta New York,51.0945939,4.143846
Deluxe Burger Dendermonde,51.0374011,4.1244504
Tweebruggen Sushi Grill Wok & Thais,51.0947407,4.1440272
Seven Pizza,51.0027531,4.1264549
Pizza Heat Berlare,51.0135584,4.005229
Nori Sushi,51.0307157,4.1066167
Pizza Pita Ege 2,51.0555994,4.2056305
Pizza Pitta Melissa,51.0661099,4.034365
Antalya Pita,51.0217628,4.1140786
Pizza Lounge,51.0997304,4.1324174
De Griekse Pita,51.017294,4.1129044
Pizza Hut Delivery,51.0662906,3.6998902
Frituur L'or,51.0721644,3.709986
Pizza Pita Grillroom Milano,51.3141839,3.3022606
Snack Aalst,50.9399256,4.0258409
Magnum and Ben&Jerry's Store,50.94119,4.0391116
La Ricotta,50.9582015,4.1584055
Fistro,50.9377227,4.040182
Belchicken,50.938501,4.0351011
El Nacho's,50.9412639,4.0392034
Pitta Moorselbaan,50.9421771,4.0466792
Pizzo,50.998208,4.1295875
Migoto Sushi and Bar,50.9390738,4.0408486
Pizza Hut Delivery,50.9496684,4.0412412
Pita Vrede,50.9387904,4.0332502
Frituur Milo,50.9345341,4.0431523
Anatolia,51.0280462,4.0987641
Pitta Gizem,50.9401098,4.0432019
J&V Food/Drinks,50.9624763,4.0352438
Nara Sushi & Restaurant,51.0322807,4.1013983
Romy - Focaccia's & Salades,50.9280984,4.0671428
Frituur Mijlbeek,50.9425436,4.0533283
Frituur Anita,50.95023,4.0558586
Pizzeria La Salina,50.9532235,4.04336
Domino's Pizza,51.0391876,3.7259623
Frituur De Frietschap - Rooigemlaan,51.0568978,3.6936366
Frituur De Frietschap - Brugsesteenweg,51.0641764,3.6941374
Pizza Bella Vista,51.1384607,2.771879
Pizza Service,51.2819479,4.4177175
Domino's Pizza,51.2776185,4.4180616
4 Seizoenen,51.293016,4.4945229
Gold Pizza,51.2464296,4.4477511
Giovanni's Kapellen,51.33807,4.406254
Bella Vita,51.2788573,4.4188902
Mr. Ribs,51.3129515,4.4294497
More pizza's,51.2532549,4.4529829
Mario's Pizza,51.2924252,4.4441251
Pizza Verdi,51.2817169,4.4116129
Pizza@Home,51.2916329,4.4938601
Liya Kebab & Pizzaria,51.3320877,4.3652936
Lucky Star,51.3071429,4.4330907
Mabista Sushi,51.3778235,4.4743619
Sushi Royal,51.3135591,4.428808
La Serviette,51.2902312,4.4457359
Sushi Corner,51.3013662,4.4373808
Sushi Masago,51.306587,4.4076056
Poké Bowls & Fireburger,51.2975143,4.409875
Pizza Hut Delivery,51.314075,4.4281855
Eetcafe Antep,51.3915605,4.4668839
Eker Sushi,51.2824149,4.420918
Bless by Belinda,51.2869011,4.4856137
Sushi Sawara,51.2573495,4.4379615
Sushi Boot,51.28068,4.4536424
Sana's Bowl,51.2933281,4.4945806
Sushiboot,51.3155146,4.4290758
Om Sushi,51.2922425,4.4439452
Njam Thai,51.2817545,4.4175013
Giovanni's Brasschaat,51.2806342,4.45387
Sushi Merksem,51.2466289,4.4468092
Pita Pizza Pyramide,51.38298,4.47518
Maison à Deux,51.3269878,4.5185171
Gari Sushi Brasschaat,51.2908777,4.4924541
Vicenza,51.2915904,4.4445493
Murat Pita Pizza Pasta,51.3519864,4.3974537
Momo Sushi,51.2476889,4.4564199
La Casa De Schutter,51.333015,4.3678355
Sushi Spot,51.355175,4.395356
Pizza Phone,51.2888216,4.4893433
La Casa De Schutter,51.34515,4.319188
La Casa Mia,51.3559,4.545271
Istanbul pizza & pita,51.2798399,4.4187852
La Casa Mia,51.348217,4.3992233
Pizza Pronto,51.33022,4.368078
Grill Garden,51.278297,4.4536576
FiberApps API Test,51.2265871,4.4185746
Snack Pamukkale,51.0625456,3.6986091
New York Pizza,51.0524973,3.7001362
Pizza Hut Delivery,51.0398778,3.7235912
Domino's Pizza,51.0367434,3.7125958
Burgerista,51.0583402,3.7050701
Ness Burgers,51.0647393,3.6919468
Pizza Santa,51.0268829,3.7098072
Uniq Kebab,51.02694,3.7218974
Down-Town,51.3071822,3.3880464
Pitta Maldegem,51.2139925,3.4468523
Bollero,51.1817466,3.5657765
Pizza Midas,51.2080947,3.4510793
Pizza Hut Delivery,51.2048713,3.4774006
Goody's,51.1852106,3.5627169
Aloha Poke,51.3227476,3.298167
Domino's Pizza,51.22499,3.20621
Faits Divers,51.0549239,3.7216397
2Bangkok Thai,51.0572645,3.7245847
Hey Joo,51.057992,3.7241141
Zuiver Op De Graat,51.0354925,3.7586899
Johnny's Burger,51.0527422,3.7482473
Halab Al Shahbae 2,51.0557886,3.7275793
Kulba Kabul,51.0608433,3.7102631
Little Asia,51.0580527,3.7238756
Meshur Adiyaman Cigkofte,51.0561994,3.7422932
McDonald's,51.0538872,3.7220321
McDonald's,51.04679,3.7105941
Indian Masala,51.0562796,3.7200866
La Lanterna,51.0793151,3.7566815
Sushi Palace,51.0587152,3.7242311
Jimmy Pizza,51.0488587,3.7058514
Lucy Chang,51.0521389,3.7201179
Golden Friet,51.0566182,3.7099235
The Ribhouse,51.0388062,3.7262753
Broodjeszaak Hope,51.0544589,3.7154307
Pizza Gulhan,51.060976,3.7263305
Open Wok,51.0602542,3.7479777
In Choc Gent,51.0568562,3.7216482
Lujain Restaurant,51.0605133,3.725385
Frituur Vrijdagmarkt,51.057396,3.7249665
Pizza Pita Delta,51.0576267,3.7071178
Bursa Kebab,51.060844,3.701226
Restaurant Gok,51.0597042,3.7250841
Sezer Snack-Pizza,51.059011,3.7042263
Frites Atelier by Sergio Herman,51.055939,3.7226101
ShiLies Noodles,51.0553919,3.7424492
Fitchen Vlaanderenstraat,51.0487331,3.7315285
Unique Asia Sushi,51.0362418,3.7264211
Emily's Frituur,51.0332723,3.7247906
Anar,51.0596245,3.7248743
Pizza Hut Delivery,51.0727911,3.7762204
Sushi Paradise,51.0570938,3.7266695
Libanese Snack,51.0600751,3.7244878
Frituur Artevelde,51.0614123,3.7103825
Akdeniz,51.0598431,3.7250112
Scoober Test Restaurant Ghent,51.0552177,3.7159626
Tasty World,51.0557821,3.7225837
Pasta La Vista (Gent),51.0477176,3.7217598
EEE Test Restaurant,51.0730654,3.7310747
Otomat,51.0564084,3.7217424
India Palace,51.0581177,3.7239433
Il Cortile,51.0572734,3.723216
Sandwich Croccante,51.0608406,3.7260938
Restaurant Ozkonya,51.060809,3.7260291
Pitta Isparta,51.0478339,3.7270756
Way Dok-Noord,51.0658074,3.7337989
Seli's Noodles Bar,51.0520626,3.7273659
Frituur 't Zuid,51.049253,3.7310976
Pitta 03,51.0386761,3.7102649
Frietshop Gentbrugge,51.0432947,3.7591106
Veggi en Grill,51.0558734,3.7277013
Beiruti,51.0521405,3.7226628
Pitta Sari 9040,51.0528254,3.7474673
Anahita,51.0605364,3.7205732
Sushi Poel,51.0554055,3.7185181
Belchicken Rooigemlaan,51.0523069,3.6995475
Rabot Dumpling House,51.0609083,3.7103842
Neapolis,51.0587702,3.7244407
Bavet,51.0555917,3.7216528
Jilles Beer & Burgers,51.0389167,3.7315048
Uma Marisqueira,51.0584115,3.7244701
Soepermarkt,51.0519728,3.7256199
Scoober Hub,51.0596147,3.7115523
Asmin,51.060475,3.7477763
Burger King,51.0546674,3.7216193
Domino's Pizza,51.0572601,3.7426417
Wasbar,51.0552904,3.7218192
Quick,51.0551805,3.7217438
Himschoot,51.0663479,3.7335724
Himalaya,51.0579436,3.723776
Au Pain Marie,51.0459183,3.7266813
Wasbar,51.0523851,3.7252226
Sandwichbar Mina & Co,51.0573301,3.7086237
Sushi Love Gent,51.058526,3.7244366
Nonna Stella,51.0582228,3.7242242
Pho Saigon,51.0545644,3.7233825
Food Planet,51.055145,3.712905
Yoki Sushi & Grill,51.0577971,3.7416221
Fitchen Korenmarkt,51.0555102,3.7219699
The Waffle Factory,51.055498,3.7222835
Emmy's Eats And Sweets,51.0446028,3.7266017
Orange-Ini,51.0545174,3.7162136
Gok 2 - Turkse keuken,51.0609576,3.7258703
Frituur Frans Hooiaard,51.0555764,3.7213476
Bavet,51.0463299,3.7218842
Abooov Kebab,51.0632931,3.727781
Holy Guacamoly Burrito Shop Zuid,51.0489366,3.731265
Aba-Jour,51.0580292,3.7242003
Frituur Louiss,51.0454351,3.7227812
Nam Jai,51.057849,3.7236872
The Chocolate Home,51.0576216,3.7244834
Köfteci Bayram Grillhouse,51.0619975,3.727098
Kismetli,51.0606853,3.725837
Limoena Grillhouse,51.0618568,3.7495784
Twilightsushi,51.0552302,3.7217869
Pizza Roma,51.0560675,3.7111866
Yaki Noodle Bar,51.049207,3.7310288
Muday Taste Of Ethiopia,51.0645891,3.7289266
Bubble Bar,51.0514897,3.7215008
Indian Curry House,51.0539187,3.7182886
Balls & Glory,51.0523118,3.7201847
Ramen Bambu,51.0584115,3.7244701
Ankara,51.058322,3.7243974
Ellis,51.0545601,3.7222164
Uzume Sushi Bar,51.0587457,3.7245133
Zilverpot,51.0591441,3.7181665
Sushi Oostakker,51.0731173,3.7769399
Tapeo,51.0658561,3.7326489
The Waffle Factory,51.0565877,3.7213914
Barouche Diner,51.055406,3.7219229
Pita Omega,51.0577629,3.7070459
Mian,51.03746,3.743856
Chapeluur,51.05555,3.7222717
Ocean Sushi,51.0555536,3.7267016
Kim's Kitchen,51.058466,3.72404
Frituur Watersportbaan,51.046997,3.6989014
Ariana Restaurant,51.0604946,3.710314
Pitta Destelbergen,51.0587544,3.8182144
Uzume Sushi Overpoort,51.035904,3.7263117
Barouche Kortemunt,51.055405,3.7219229
The Waffle Factory,51.0554955,3.7211887
Frituur Friet Bar,51.047165,3.7087808
De Echte Gentse Neuzen,51.05566,3.7224648
Everest Gurkha,51.0581634,3.7239268
Gardenia,51.0607,3.7258234
Tush,51.0548876,3.7250623
Halab Al-Shahbae,51.04063,3.7432032
Take one,51.057922,3.7423286
De 3 Piramiden,50.7511681,5.0809082
Daily Burger,50.6726491,5.0787661
Efes Geetbets,50.8901089,5.1147702
Kebap Mustafa,50.8926649,5.1141853
Anka Kebab,50.9073594,5.0596721
Fujiyama Sushibar,50.8175657,5.1863279
Grill Room Isis,50.812514,5.1886393
Pizzeria Luigi,50.8893431,5.2900713
Donatello,50.815835,5.1906132
Royal India,50.8142533,5.1889122
Pizza Hut,50.8110588,5.1918222
Pizzeria Kebap Selin,50.8325241,5.1042698
Ararat,50.8116006,5.1899666
Blue Pearl,50.9580965,3.6421575
Dave The Camel,50.9577244,3.5947641
Frituur Pitta Twee Deuren,50.9413006,3.6335992
Domino's Pizza,51.323847,4.9471137
JD-Corner,51.323402,4.9608445
Kebap Anatolia,51.3249431,4.9393244
Xinxin,51.33597,4.9674344
Sfinx,51.3221189,4.9524556
Q-Taro,51.3239519,4.9394814
Alo Pizza,51.3342494,4.9634086
Agora,51.322406,4.9498171
Eethuis Istanbul,51.3141468,4.9438156
Noumidia Resto,51.323803,4.947664
Het Paleis Eethuis,51.3200678,4.9751429
Flamingo Pizza & Kebap,51.3557804,4.8650923
Eethuis Turnhout,51.319332,4.949775
Antoinetta's Snacks Frituur,51.321448,4.9320487
Snack-It,51.3253587,4.9383671
Sultan Testelt,51.0184101,4.9488446
Baskent Averbode,51.028309,4.9815332
De Echte Eethuis Carlos,51.0023083,4.8359204
Istanbul Grill Huis,50.9909538,4.8407489
Tasty Sushi Grill & Bar,50.9157272,4.8071796
Kaya,50.920294,4.756737
Pizza Metin,50.8964317,4.8248638
Millenium Kebap,50.9835692,4.8312654
Rumah Jawa,50.9659855,4.8965096
Efes bij Carlos Niko,50.988972,4.840586
Sam Kebab,50.987235,4.8388002
Merdin 2,50.9407756,4.7316923
Memo Pizza,50.9196292,3.8620404
Pizza Palace Fastfood,51.0017551,3.8777948
Boston Pizza,50.9672032,3.9770103
Snack Frituur Hanoodi,50.967342,3.9873674
Café De Revue - Hakuna Patata,50.9545029,3.913918
Pizza Hut Delivery Brugge Sint-Kruis,51.2102774,3.2478986
Pizzaria Mr. Sebino,51.2251981,3.2314266
Midtown Oostkamp,51.1619639,3.2629265
Maki Maki,50.8750914,4.3552838
Vis Cadias,50.8746924,4.3561508
Pat'zza,50.8681058,4.3358312
Tchoks Burger,50.8706197,4.3504278
The Cousin's,50.8799181,4.3292771
Snack Bockstael,0.0,0.0
La Parenthèse,50.8679793,4.3205671
Pizzeria Toscana,50.878032,4.3466092
Snack Simonis,50.8635911,4.3301211
Dolce Italia,50.8954866,4.3647985
Pizzeria Casa Grande,50.8835219,4.3367405
L'Arganier Brussels,50.8760405,4.3486714
Pastabar,50.8630909,4.3299245
Mia Pizza,50.8758984,4.3174436
Sushi Tokyo,50.8738542,4.3259502
Poseidon,50.8463198,4.2919059
Fast&Chicken,50.9275945,4.4330754
Paparazzi,50.86482,4.331882
Pam Pam,50.8975726,4.3585287
Ninja Restaurant,50.8769547,4.3266864
De Hoek Van Marrakech,50.9092739,4.3519413
Family Moment,50.8613839,4.3424875
De Zorba,50.9404945,4.4364695
Snack Tour et Taxi,50.8635228,4.3443448
Ristorante la Famiglia,50.8686827,4.3210812
Burger House,50.8789828,4.3358325
Snack Au Lunch,50.8888894,4.3389537
Chicken House,50.8789968,4.3358085
La Dolce Vita,50.9485651,4.3150141
Snack O Tac,50.8695437,4.3328935
Pizzeria Picolina,50.8786953,4.3482158
Les 2 Orients,50.8762842,4.3488906
Sos Lunch,50.8847405,4.3304073
Maharaja Tandoori,50.8389304,4.332182
Pizza Di Beqo,50.8904606,4.3185562
Snack Pizza City,50.9095302,4.354658
L'Olympia,50.8878504,4.3400581
Snack Dekan,50.8800921,4.3296928
Snack Hakan,50.8686357,4.3122373
Maharaja Tandoori,50.8420109,4.3427137
Autentica Pizza,50.9061877,4.3076896
Cheap Times Fast Food,50.8753964,4.3536724
Pizza Town,50.950153,4.3100199
Hoshi Hoshi,50.8819182,4.3130779
Yume Sushi,50.903865,4.3123698
Snack Cherif,50.8774576,4.3489332
Tetiko,50.8647634,4.3662973
Pacha Kebab,50.8255249,4.2977704
Qi Tian,50.9056206,4.3545127
IL Capo,50.9593313,4.2324953
Pizza Minute,50.8647218,4.3663097
Pizzeria Per Passione,50.89622,4.37188
Pizzeria Nasreddin,50.8570353,4.3692242
Da Valentina,50.8650385,4.3197286
Les Délices Du Liban,50.8942689,4.3824488
Shinwi,50.8699433,4.3709614
La Recette,50.8581018,4.3188362
Snack Mimoza,50.8880768,4.3398709
Argonautes,50.9086823,4.3581887
Snack les 2 Frères,50.8572749,4.3730178
Pronto Pizza,50.8876438,4.3396103
Thai Wok Express,50.8621896,4.3646957
Della Cassa,50.876519,4.3513521
Sushimi,50.8899107,4.3375572
Via Vai,50.9054981,4.3083252
Traiteur Emmanuel,50.9362086,4.3646029
Ramses,50.8777072,4.346458
Pizza Like,50.8765085,4.3335833
Kebap Food,50.8739395,4.3145004
The House of Chicken,50.8789968,4.3358085
Chamas Tacos,50.8767601,4.3490008
Pizzacut,50.8675906,4.3143195
Mr. Wok,50.8681312,4.3409056
Beïrut-Restaurant Libanais,50.8757612,4.3197457
Ciky Sushi Bar,50.8668245,4.3760331
La Piazza,50.884792,4.3303608
Pizza Service,50.936628,4.362558
Nomak Pasta N' Tenders,50.8983064,4.3591054
Nour Al Cham,50.8736375,4.3258021
Le Panorama Bar,50.8772009,4.3489616
Poisson du Monde,50.8753922,4.3504897
Poke Dream,50.8748662,4.3550409
Aux Delices De Fes,50.8764397,4.3277739
Mam's burger,50.9008109,4.3607925
Pizzeria Pazza Inter,50.909485,4.3577623
Les Souvenirs de Damas,50.8742384,4.3565813
Rio Bar Grill,50.9336422,4.4301812
Kimchi Sushi,50.9253701,4.3958975
Pam Pam,50.8804382,4.3473619
French Touch,50.8648186,4.3318818
Thai Wok Express Vilvoorde,50.926173,4.426757
Madison Smash Burger,50.8766267,4.3500804
O'Tacos,50.872465,4.3248261
TotalEnergies,50.8716069,4.3553034
Taki Maki,50.882373,4.2767275
Chicken Rock,50.856126,4.4021216
Al Tarboush,50.8756865,4.3537993
Hungry Restaurant,50.8742565,4.3564921
Dar Pastila,50.8612953,4.3324857
Restaurant 1492,50.9026186,4.3154351
Castello Fish,50.8757191,4.3478677
Love Sushi,0.0,0.0
Sensei Sushi Jette,50.8729267,4.3240102
Simit House,50.8965726,4.3583338
Tam Tam,50.895925,4.3273298
Sushi Buzz,50.8688969,4.390062
Pidem,50.8994088,4.3603175
Friterie Houba,50.8860058,4.3425412
King Pizza,50.961775,4.2312857
Pizza Delice Jette,50.8800188,4.329655
Loulou,50.8550485,4.397369
Wazawok,50.8723173,4.3244123
M'Burger,50.8638027,4.344486
Mei Wei Cheng,50.8797144,4.3295511
Chez Yu Jin,50.8768369,4.3284235
Mr. Burger,50.926105,4.426858
Madame Gusto,50.8856404,4.3176225
Sos Pasta,50.8850101,4.3295731
Wok To Go,50.862873,4.3429613
Librairie Laeken,50.8765119,4.3510549
Pizza Zirar,50.874775,4.3552957
Bread and Olives,50.9066802,4.3569501
Milano Simonis,50.8625409,4.3337724
O Gourmand,50.890448,4.3385082
The Good Cat,50.857452,4.3342547
Houba Fish,50.8891417,4.3365475
Snack Mutsaert,50.9013694,4.3608428
Pizza Eight,50.8801196,4.3471657
Snack Ledi,50.8800869,4.3472217
Andiamo Pizza,50.87371,4.3252525
Benvenuto,50.8750743,4.340418
Traiteur Gianni,50.886337,4.341282
Saporito,50.872543,4.3328896
Peppermint Park,50.8728427,4.3236994
Pizzeria Houba,50.8859634,4.3425835
Snack O'Laeken,50.8779263,4.3477112
Le Corner,50.8899914,4.3287096
Pizza Horako,50.8611078,4.3323291
Hakko,50.8580323,4.3188731
Emirdağ Koftecisi,50.87475,4.356053
Pesto Bar,51.2137233,4.6566639
Chinees Restaurant Peking,51.2607407,4.6299163
Sushi King Westmalle,51.2972927,4.6974377
Sushi Huis Brecht,51.2933388,4.5861235
De Chinese Wok,51.2416359,4.576244
Sushi King Zoersel,51.2658587,4.6373384
Pizza Verona,51.2439049,4.5922835
Chateau Pineau,51.2666961,4.6386734
Saitama Sushi,51.2627656,4.5508149
Bella Italia,51.2453077,4.5955975
Domino's Pizza,51.2973923,4.6890808
Genki Sushi,51.2417946,4.5859695
Wow Pizza,51.303104,4.7355146
Bagatino Deluxe,51.2693613,4.6430808
Foodbar Melisa,50.8899295,5.6506281
Kebabstore,50.929356,5.4626102
Frituur-Grillroom Dalia,50.8605512,5.6178644
El Bocado,50.8699517,5.5175953
Grill House Centrum,50.9642271,5.4949196
Pizzeria Mi-Mi,50.811497,5.5949388
Your Kitchen,50.9318429,5.3427006
Gonia Greek Bistro,51.1179956,4.5841898
Kazuki Sushi,51.1773304,4.8217478
Qivvi,51.161534,4.6696033
Pizza Talia,51.1354861,4.5642677
Top Snack,51.161282,4.669973
La Rosa,51.1393449,4.6095
Elite Kebab,51.1287558,4.5771098
Okinawa Sushi & Grill,51.194679,4.731635
Poké Bowl Tiosco,51.1609405,4.6712624
Frituur Nou Nou,51.1321495,4.5668378
Il Cardinale Lier,51.1294745,4.5699276
Baskent Nijlen,51.1652144,4.6819769
Sushi King Zandhoven,51.2142763,4.6581957
Tandoori Indian restaurant & pizza,51.193177,4.7375221
Eethuis Yuksel,51.1615063,4.6694733
Bouwelse Pizzafoon,51.1644561,4.75458
Pizza Monza,51.1787114,4.7414874
Domino's Pizza,51.160957,4.669294
De Statie,51.1503,4.618455
Domino's Pizza,50.8172513,5.1771225
Don Sako,50.7526979,5.0808884
The Foodhub,50.8163383,5.1790426
Pita Waremme,50.6954011,5.2530602
Döner Kebab Anatolia,50.8067955,5.2858685
Sushi Paradijs,50.8159236,5.1859385
Osman Kebab Pizzeria,50.817049,5.1770964
Pizzaespress,50.6708124,5.0751061
Thai Break,50.6971204,5.2545994
Eethuis Orient,50.8228108,5.1759431
Wok Garden,50.69668,5.2578875
Table Bouddha,50.6957648,5.2693006
Allo Pizza,50.6715217,5.0787317
Eat-Point,50.7937035,5.2203537
Riad Marrakech,50.6714107,5.0762294
Casa Pizza,50.6651078,5.0910299
Resto Simke,50.733166,5.2091265
Frituur 't Station,50.9489296,3.1295246
Snack Ailnor,50.9494353,3.1313294
Pitta Murat,50.9438126,3.1247193
Ohana,50.9463548,3.1244037
Pasta Pizza Délice,50.9785749,3.1986259
Snacks,50.9449552,3.1258625
King's Boutique,50.9427896,3.1243504
Sole e Mare Pizzeria Ristorante,50.9448628,3.123782
Pizza Hut Delivery,50.9469132,3.122559
Pita Babylon,50.9393891,3.1221289
The Noodle Bar,50.943905,3.12585
Belchicken,50.94752,3.1294603
Domino's Pizza,50.9480523,3.1226622
Pitta Istanbul,50.97435,3.014752
M&N Royal,51.0761247,4.7219067
Cesars,51.0567325,4.6288207
Poké@Home,51.0060566,4.6315546
Siam Elephant,51.0755132,4.7258608
Ali Baba,51.0763479,4.721808
The Black Horse,51.0758523,4.7251002
Asian Kitchen,51.0758278,4.7233091
Aki Sushi Heist-op-den-Berg,51.0883024,4.7326617
Poker Friet,50.9865354,4.7810916
Domino's Pizza,51.0760059,4.722987
Gli Amici,51.1176926,4.6554708
Heist Kebab,51.0756262,4.7252205
Brasserie De Stenen Molen,51.0671605,4.6250327
Eethuis Botan,51.0526079,4.7287392
Tomo Sushi,51.055933,4.6291457
Heide,51.0306176,4.7567441
Nazar Pizza Kebap,51.0555709,4.6305208
Pizza Service,50.9836765,4.8321337
Pizzaria Gunther,51.117996,4.656598
Pizza Efe Berlaar,51.0828962,4.6687013
Chen's Takeaway,51.019733,4.7815113
Pizza Efe Itegem,51.1032629,4.7276196
Makaio,51.1612276,4.6708146
New China,51.055515,4.629138
Pronto Pizza,50.95778,4.2320805
Bij de Griek,50.9197022,4.1854537
Alex Grill House,50.9115883,4.1956724
Pitta Seker,50.954109,4.0630978
Snack Dayi,50.909688,4.193773
Snack Pizza Bodrum,50.90637,4.207182
Frietekes,50.956048,4.0326524
Eethuis Dalin,51.1811525,4.8300739
Moshi Sushi Lillle,51.2399626,4.8237814
Lilse Kebab 2,51.2684622,4.8671555
Sushi Corner,51.3223266,4.9494753
Sushi King Oud-Turnhout,51.3188564,4.9800149
't Hoekske,51.2421,4.9658074
Sahin Eethuis,51.18434,4.9846778
